Title,URL extension,External Website Logo,URL(href),Description,Course logo URL
Engineering Risk-Benefit Analysis (Spring 2007),engineering-systems-division,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/engineering-systems-division/esd-72-engineering-risk-benefit-analysis-spring-2007,"ERBA (ESD.72) emphasizes three methodologies - reliability and probabilistic risk assessment (RPRA), decision analysis (DA), and cost-benefit analysis (CBA). In this class, the issues of interest are: the risks associated with large engineering projects such as nuclear power reactors, the International Space Station, and critical infrastructures; the development of new products; the design of processes and operations with environmental externalities; and infrastructure renewal projects.",https://ocw.mit.edu/courses/engineering-systems-division/esd-72-engineering-risk-benefit-analysis-spring-2007/esd-72s07.jpg
Biomaterials-Tissue Interactions (Fall 2009),biological-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/biological-engineering/20-441j-biomaterials-tissue-interactions-fall-2009,"This course covers the principles of materials science and cell biology underlying the design of medical implants, artificial organs, and matrices for tissue engineering. Methods for biomaterials surface characterization and analysis of protein adsorption on biomaterials. Molecular and cellular interactions with biomaterials are analyzed in terms of unit cell processes, such as matrix synthesis, degradation, and contraction. Mechanisms underlying wound healing and tissue remodeling following implantation in various organs. Tissue and organ regeneration. Design of implants and prostheses based on control of biomaterials-tissue interactions. Comparative analysis of intact, biodegradable, and bioreplaceable implants by reference to case studies. Criteria for restoration of physiological function for tissues and organs.",https://ocw.mit.edu/courses/biological-engineering/20-441j-biomaterials-tissue-interactions-fall-2009/20-441jf09.jpg
Mechanical Behavior of Plastics (Spring 2007),materials-science-and-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/materials-science-and-engineering/3-91-mechanical-behavior-of-plastics-spring-2007,"This course is aimed at presenting the concepts underlying the response of polymeric materials to applied loads. These will include both the molecular mechanisms involved and the mathematical description of the relevant continuum mechanics. It is dominantly an ""engineering"" subject, but with an atomistic flavor. It covers the influence of processing and structure on mechanical properties of synthetic and natural polymers: Hookean and entropic elastic deformation, linear viscoelasticity, composite materials and laminates, yield and fracture.",https://ocw.mit.edu/courses/materials-science-and-engineering/3-91-mechanical-behavior-of-plastics-spring-2007/3-91s07.jpg
Single Variable Calculus (Fall 2005),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-01-single-variable-calculus-fall-2005,"This introductory calculus course covers differentiation and integration of functions of one variable, with applications.",https://ocw.mit.edu/courses/mathematics/18-01-single-variable-calculus-fall-2005/18-01f05.jpg
Single Variable Calculus (Fall 2006),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-01-single-variable-calculus-fall-2006,"This introductory calculus course covers differentiation and integration of functions of one variable, with applications.",https://ocw.mit.edu/courses/mathematics/18-01-single-variable-calculus-fall-2006/18-01f06.jpg
Single Variable Calculus (Fall 2010),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-01sc-single-variable-calculus-fall-2010,"This calculus course covers differentiation and integration of functions of one variable, and concludes with a brief discussion of infinite series. Calculus is fundamental to many scientific disciplines including physics, engineering, and economics.",https://ocw.mit.edu/courses/mathematics/18-01sc-single-variable-calculus-fall-2010/CHP_secant.jpg
Design of Medical Devices and Implants (Spring 2006),mechanical-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mechanical-engineering/2-782j-design-of-medical-devices-and-implants-spring-2006,"This design course targets the solution of clinical problems by use of implants and other medical devices. Topics include the systematic use of cell-matrix control volumes; the role of stress analysis in the design process; anatomic fit, shape and size of implants; selection of biomaterials; instrumentation for surgical implantation procedures; preclinical testing for safety and efficacy, including risk/benefit ratio assessment evaluation of clinical performance and design of clinical trials. Student project materials are drawn from orthopedic devices, soft tissue implants, artificial organs, and dental implants.",https://ocw.mit.edu/courses/mechanical-engineering/2-782j-design-of-medical-devices-and-implants-spring-2006/2-782js06.jpg
Molecular Principles of Biomaterials (Spring 2006),biological-engineering,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/biological-engineering/20-462j-molecular-principles-of-biomaterials-spring-2006,"This course covers the analysis and design at a molecular scale of materials used in contact with biological systems, including biotechnology and biomedical engineering. Topics include molecular interactions between bio- and synthetic molecules and surfaces; design, synthesis, and processing approaches for materials that control cell functions; and application of state-of-the-art materials science to problems in tissue engineering, drug delivery, vaccines, and cell-guiding surfaces.",https://ocw.mit.edu/courses/biological-engineering/20-462j-molecular-principles-of-biomaterials-spring-2006/20-462js06.jpg
Multivariable Calculus with Theory (Spring 2011),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-024-multivariable-calculus-with-theory-spring-2011,,https://ocw.mit.edu/courses/mathematics/18-024-multivariable-calculus-with-theory-spring-2011/18-024s11.jpg
Calculus of Several Variables (Fall 2010),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-022-calculus-of-several-variables-fall-2010,"This is a variation on 18.02 Multivariable Calculus. It covers the same topics as in 18.02, but with more focus on mathematical concepts.Prof. McKernan would like to acknowledge the contributions of Lars Hesselholt to the development of this course.",https://ocw.mit.edu/courses/mathematics/18-022-calculus-of-several-variables-fall-2010/18-022f10.jpg
Calculus with Theory (Fall 2010),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-014-calculus-with-theory-fall-2010,"18.014, Calculus with Theory, covers the same material as 18.01 (Single Variable Calculus), but at a deeper and more rigorous level. It emphasizes careful reasoning and understanding of proofs. The course assumes knowledge of elementary calculus.",https://ocw.mit.edu/courses/mathematics/18-014-calculus-with-theory-fall-2010/18-014f10.jpg
Calculus with Applications (Spring 2005),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-013a-calculus-with-applications-spring-2005,"This is an undergraduate course on differential calculus in one and several dimensions. It is intended as a one and a half term course in calculus for students who have studied calculus in high school. The format allows it to be entirely self contained, so that it is possible to follow it without any background in calculus.",https://ocw.mit.edu/courses/mathematics/18-013a-calculus-with-applications-spring-2005/18-013as05.jpg
Differential Equations (Fall 2011),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-03sc-differential-equations-fall-2011,"The laws of nature are expressed as differential equations. Scientists and engineers must know how to model the world in terms of differential equations, and how to solve those equations and interpret the solutions. This course focuses on the equations and techniques most useful in science and engineering.",https://ocw.mit.edu/courses/mathematics/18-03sc-differential-equations-fall-2011/18-03scf11.jpg
Multivariable Calculus (Spring 2006),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-02-multivariable-calculus-spring-2006,"This course covers vector and multi-variable calculus. It is the second semester in the freshman calculus sequence. Topics include Vectors and Matrices, Partial Derivatives, Double and Triple Integrals, and Vector Calculus in 2 and 3-space.",https://ocw.mit.edu/courses/mathematics/18-02-multivariable-calculus-spring-2006/18-02s06.jpg
Honors Differential Equations (Spring 2004),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-034-honors-differential-equations-spring-2004,"This course covers the same material as 18.03 with more emphasis on theory. Topics include first order equations, separation, initial value problems, systems, linear equations, independence of solutions, undetermined coefficients, and singular points and periodic orbits for planar systems.",https://ocw.mit.edu/courses/mathematics/18-034-honors-differential-equations-spring-2004/18-034s04.jpg
Linear Algebra (Fall 2011),mathematics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/mathematics/18-06sc-linear-algebra-fall-2011,,https://ocw.mit.edu/courses/mathematics/18-06sc-linear-algebra-fall-2011/18-06scf11.jpg
